collegetier,par_mean,kid_mean,k_q1,k_q2,k_q3,k_q4,k_q5
6,138760.9698,50874.14613,0.1400653,0.13294759,0.17327738,0.24644408,0.30726567
6,130723.7409,54029.66686,0.10051541,0.11300756,0.14764461,0.19315448,0.445678
6,113708.1117,43944.55249,0.085792035,0.12808184,0.21049739,0.30366662,0.27196202
6,89400.36429,46223.49183,0.10721236,0.11510016,0.17584687,0.29042935,0.31141117
6,159765.401,59085.63802,0.080197066,0.083193086,0.16121066,0.28650948,0.38888973
6,139372.1685,53178.0486,0.083530881,0.084608302,0.15384553,0.30077812,0.37723714
6,68810.9659,40454.07528,0.12145589,0.12309472,0.22246575,0.26219049,0.27079323
6,133071.2606,51684.43148,0.091965511,0.11007948,0.17278266,0.25592002,0.36925241
6,142412.0833,59176.89974,0.081098184,0.085236959,0.12407213,0.25720739,0.45238525
6,120659.526,52926.63542,0.077721924,0.12998165,0.14477599,0.31018704,0.33733347
6,94909.35131,43508.2672,0.088082135,0.1118403,0.18393186,0.32334006,0.29280558
6,76471.00966,36851.64361,0.085567392,0.18967363,0.26251984,0.27544674,0.18679243
6,79213.42305,42553.7961,0.094457008,0.13869795,0.18184267,0.28027391,0.30472845
6,116464.4859,40006.88166,0.13657539,0.16158782,0.1985898,0.2798399,0.22340703
6,101521.1542,46482.13356,0.14083928,0.16556312,0.16459692,0.23311797,0.29588288
6,108239.2152,45918.44709,0.075997382,0.11548543,0.20186931,0.31862628,0.28802165
6,129991.2852,43822.48671,0.10258368,0.1150253,0.20953558,0.31972614,0.25312936
6,148066.9625,51423.2423,0.099916905,0.10797544,0.14973009,0.2534793,0.38889825
6,123413.013,39273.40234,0.13915902,0.16377923,0.21367657,0.259859,0.22352615
6,103633.1471,43612.35932,0.08936201,0.12507463,0.21161996,0.3458088,0.22813463
6,148849.7908,64315.6083,0.055939555,0.070406735,0.09205246,0.25387388,0.52772737
6,153407.3376,52349.5839,0.07760302,0.10005779,0.14235815,0.31851244,0.36146855
6,119812.8256,56115.485,0.066157594,0.12627468,0.18058002,0.29209259,0.33489513
6,99982.84526,46524.26278,0.082738839,0.11424655,0.21185997,0.26731145,0.32384312
6,86056.16,42596.40498,0.09353967,0.12728077,0.25233853,0.31078166,0.21605939
6,138463.9635,50950,0.07466682,0.099575751,0.19250844,0.34217864,0.29107034
6,172835.4881,47276.7129,0.15086804,0.13422149,0.14213435,0.21721923,0.35555694
6,150457.8955,51606.3189,0.10154763,0.10896754,0.14743495,0.2797716,0.36227831
6,105043.525,51732.97165,0.080675855,0.10815048,0.1561971,0.29777396,0.35720265
6,116412.1855,42675.27829,0.13196471,0.13928373,0.1715925,0.29561627,0.26154286
6,99189.09635,41048.79036,0.091260768,0.11387207,0.215599,0.37515184,0.20411631
6,93687.7548,39169.47528,0.11231108,0.15746258,0.2179621,0.25804144,0.25422272
6,87529.21964,35915.48785,0.12447572,0.15207234,0.27029312,0.2617521,0.19140676
6,92393.3151,35846.38542,0.13574177,0.19582139,0.21784744,0.27582368,0.17476583
6,135061.6649,55282.58387,0.084942333,0.083915159,0.14466019,0.30488372,0.38159865
6,87138.01668,44472.32726,0.0850472,0.12638518,0.20202464,0.32609913,0.26044381
6,124431.8341,43370.90231,0.087558791,0.1244447,0.2193505,0.27581456,0.29283142
6,187916.1581,47326.76842,0.11279072,0.1711517,0.18005539,0.23617214,0.29983002
6,104279.5052,45228.89323,0.10855625,0.10832222,0.19398925,0.29789808,0.29123425
6,130073.1927,63561.77734,0.11236522,0.078332379,0.10569105,0.24237546,0.46123594
6,59536.14466,32334.89039,0.085738622,0.22609355,0.22332598,0.31585225,0.14898974
6,133228.0208,49306.16406,0.11222851,0.13071269,0.16352499,0.30011916,0.29341474
6,84672.02865,48828.98438,0.075123429,0.11336435,0.1539658,0.32231414,0.33523235
6,88647.19836,46771.64464,0.093717501,0.10651886,0.19299313,0.32327861,0.28349179
6,106638.6624,34684.89787,0.15225276,0.18782315,0.22698712,0.24163491,0.19130203
6,67322.70833,38366.42188,0.16440576,0.15025528,0.20458409,0.26895216,0.21180271
6,152973.1177,47177.41397,0.12267056,0.14721048,0.15578553,0.24268813,0.33164537
6,55685.36719,34111.75065,0.09775427,0.1819118,0.30411014,0.29266316,0.12356061
6,159678.221,44505.20001,0.18711731,0.14164978,0.161906,0.20849493,0.30083209
6,232673.8212,62218.95022,0.12036976,0.11011375,0.1298878,0.226878,0.41275072
6,74065.26563,42374.59245,0.055309914,0.13030264,0.19327219,0.38047934,0.24063593
6,52584.27924,39703.29035,0.099040091,0.18213971,0.21104604,0.27110848,0.23666568
6,90094.58333,43814.76302,0.10434837,0.1096008,0.18157928,0.388111,0.21636063
6,37878.39323,27806.56771,0.17498797,0.25935093,0.22275215,0.21397968,0.12892926
6,158446.4213,62392.24282,0.081099704,0.075827345,0.11567844,0.22798133,0.49941319
6,126124.5117,35588.35468,0.15561479,0.15143239,0.19313726,0.32457668,0.17523886
6,70745.01563,34127.15755,0.1518264,0.18355851,0.26002753,0.25943351,0.14515406
6,88356.02157,44103.84874,0.060326666,0.12441932,0.22096556,0.35135102,0.24293755
6,110865.433,48955.28917,0.079910301,0.097269021,0.17684796,0.34159371,0.30437896
6,197843.0225,49451.4904,0.29219255,0.13071229,0.091296323,0.13415763,0.3516413
6,120099.5234,35057.53516,0.27522022,0.16571784,0.14224569,0.19768286,0.21913333
6,141063.2931,35974.7884,0.16933347,0.19505885,0.20204565,0.2610954,0.17246673
6,158784.901,86597.0026,0.045903489,0.054781802,0.053244412,0.15938056,0.68668973
6,89198.67847,49346.61178,0.04945882,0.091571808,0.18113059,0.35001564,0.32782316
6,196070.5855,68517.19598,0.075074613,0.088124886,0.10802744,0.2294028,0.49937022
6,144233.6016,49354.61884,0.091346622,0.094807729,0.15104446,0.28784671,0.37495458
6,96076.04173,33441.61844,0.22026402,0.19591826,0.17696606,0.25246227,0.15438953
6,106866.5621,47623.91517,0.1002312,0.12025203,0.14744395,0.28116271,0.35091016
6,94525.19923,40537.43385,0.1698325,0.13967095,0.18106395,0.21797824,0.29145432
6,169644.5575,57255.63568,0.11486363,0.10019739,0.10976191,0.23532675,0.43985036
6,158432.857,51864.40528,0.11431661,0.12600422,0.15354456,0.25454521,0.35158944
6,88538.40074,48090.27425,0.10679851,0.11549842,0.17373054,0.28919703,0.31477553
6,81438.70313,34944.8724,0.10631026,0.20182934,0.21806265,0.32985488,0.14394304
6,121289.8098,59455.41871,0.06544134,0.08203686,0.13741753,0.30271879,0.41238558
6,100713.1129,48001.15938,0.080840625,0.10789135,0.18533787,0.30530876,0.32062146
6,98632.30558,42224.57465,0.057647549,0.14662714,0.21974736,0.2883378,0.28764001
6,84554.05997,40291.15247,0.085880399,0.12756768,0.24045783,0.32470098,0.22139305
6,127585.1406,52857.79948,0.091452248,0.11029202,0.16025241,0.25271028,0.38529313
6,127266.4539,46922.86692,0.083136819,0.10194577,0.17184231,0.31868201,0.32439306
6,104330.286,41189.1774,0.14451285,0.14341567,0.20162934,0.27989933,0.2305429
6,137183.9071,53418.61978,0.091792479,0.098988861,0.13656333,0.30341792,0.36923742
6,109748.8177,43134.38672,0.097734205,0.1098581,0.20124511,0.35980159,0.231361
6,187760.4099,64459.28694,0.099376515,0.098138422,0.10259706,0.1807856,0.51910245
6,95134.14936,33215.49753,0.1321857,0.19799083,0.28417167,0.22787187,0.15777998
6,137350.9576,44635.93379,0.16393483,0.14147639,0.16162068,0.22972852,0.30323952
6,128253.9997,40517.66445,0.13733767,0.13928874,0.22590798,0.27213857,0.22532701
6,152373.3074,63128.95902,0.10163622,0.10762353,0.14095736,0.26268128,0.38710153
6,110612.775,51157.23162,0.089804344,0.1048025,0.14013502,0.30031186,0.36494637
6,77169.68938,40218.2867,0.10579874,0.1121496,0.26973581,0.32046148,0.19185443
6,79499.56704,39511.06452,0.12457981,0.14773421,0.18047211,0.30409032,0.24312358
6,124026.1553,44674.17042,0.087111093,0.11563621,0.22781369,0.3027381,0.26670098
6,88515.8099,44515.94271,0.1112798,0.13150942,0.23473406,0.30678278,0.21569389
6,98628.7274,36960.60619,0.1582894,0.15722641,0.20146927,0.26255092,0.22046404
6,85882.13542,44728.20313,0.16331683,0.084282756,0.19071019,0.23080185,0.33088827
6,144483.7004,60216.39867,0.082986563,0.091692917,0.13729069,0.24140276,0.44662708
6,47542.23958,35382.11979,0.069068342,0.2031396,0.30941981,0.25531811,0.16305414
6,74033.14395,38619.23091,0.11912907,0.1592508,0.21773747,0.26953453,0.23434801
6,95361.0026,47175.20052,0.07506308,0.099645361,0.17841254,0.36747763,0.27940142
6,121016.7813,77578.30432,0.057177864,0.030646674,0.069999732,0.14882478,0.69335103
6,108308.4271,41444.09115,0.17172948,0.11411056,0.19714837,0.24275188,0.27425978
6,138284.5279,55845.17147,0.050036162,0.093652889,0.1503906,0.30474338,0.40117702
6,78650.54427,36753.18229,0.12792103,0.11472433,0.2717849,0.32177991,0.16378984
6,170401.6362,47579.76957,0.065753452,0.1369655,0.20358348,0.30840179,0.28529584
6,123050.638,48648.71875,0.097011685,0.12653399,0.18393798,0.25616702,0.33634937
6,133300.6563,43405.53467,0.094662838,0.10534655,0.1960225,0.34035268,0.26361552
6,130125.5443,72427.47135,0.078382581,0.083788998,0.080188796,0.1751886,0.58245105
6,53121.07918,35398.47237,0.1257983,0.23460673,0.20160133,0.22236764,0.21562596
6,91490.27621,51919.63073,0.074702479,0.10805303,0.14777096,0.29423869,0.3752349
6,150242.8078,51491.36482,0.086194634,0.084164999,0.1554949,0.29526517,0.37888026
6,97344.61196,44583.3696,0.14334047,0.10705644,0.14694017,0.27544382,0.32721913
6,100367.322,46203.08564,0.082911566,0.087049454,0.16410179,0.33697468,0.3289625
6,102990.1563,58258.16536,0.068948895,0.066708006,0.15788329,0.24770667,0.45875314
6,58892.23307,34857.9987,0.13150245,0.14834513,0.2844457,0.26884863,0.16685805
6,169626.4079,53231.68782,0.081884071,0.11135092,0.15079498,0.2782034,0.37776667
6,156218.599,37368.02083,0.17821547,0.17676893,0.18358211,0.24324518,0.21818845
6,133648.8095,33190.3215,0.14596958,0.22486503,0.2186259,0.2196568,0.19088271
6,79430.47413,34363.27096,0.13882102,0.18192373,0.25613451,0.25309256,0.17002806
6,87105.71192,35072.84456,0.10965693,0.14926857,0.26412308,0.33165896,0.14529254
6,118527.4562,53204.40891,0.074789084,0.1038522,0.16619973,0.30067965,0.35447931
6,92246.76324,44329.8267,0.079771385,0.13688061,0.20921794,0.30059782,0.27353221
6,92678.25979,40217.2276,0.10248993,0.15696026,0.19774923,0.29044187,0.25235873
6,112917.8802,50690.25391,0.10102779,0.080953076,0.1767166,0.32042673,0.32087576
6,131138.3081,44780.79943,0.1581699,0.1506802,0.13823092,0.2228867,0.33003229
6,102064.7883,41392.69247,0.12003463,0.15222295,0.15555535,0.30587706,0.26630989
6,98720.00335,37691.89544,0.14660871,0.14809401,0.20346923,0.26485944,0.2369687
6,86492.41058,40552.95713,0.084411055,0.17240562,0.22040354,0.26701877,0.25576106
6,122906.4332,33228.20434,0.16182052,0.15717953,0.22754335,0.31122762,0.14222899
6,106438.4746,34937.88333,0.15516691,0.20633325,0.20485602,0.23185591,0.20178787
6,117782.6172,48572.9974,0.083161637,0.12019876,0.17397255,0.2818228,0.34084421
6,115400.1175,32566.76951,0.1896162,0.19052951,0.19919151,0.24135572,0.17930691
6,146452.9559,40133.46132,0.18996462,0.17904428,0.17682974,0.20986968,0.24429175
6,184670.776,68909.0599,0.064648807,0.069559969,0.12241688,0.23563433,0.5077399
6,85740.02113,40825.78473,0.069341592,0.11768091,0.23627757,0.34436044,0.23233959
6,81696.70612,39933.12354,0.097072177,0.14126879,0.21374989,0.33623755,0.21167171
6,167527.834,42157.56096,0.12523721,0.14082545,0.18439671,0.26050004,0.28904065
6,77711.34281,48269.36362,0.07119935,0.11743966,0.17285763,0.24974284,0.38876045
6,89060.2474,47045.15766,0.088387534,0.12865123,0.19321875,0.31988871,0.26985377
6,105931.1373,42985.5319,0.14827488,0.14925683,0.15562591,0.27512711,0.27171516
6,69110.94351,28433.05554,0.1582476,0.25169826,0.27686179,0.19966286,0.11352959
6,97471.96683,36134.18436,0.14061873,0.16977204,0.24113913,0.25253978,0.1959302
6,218739.5379,70093.12276,0.083492547,0.095334828,0.11737362,0.22672182,0.47707725
6,126097.4245,57122.10156,0.054154627,0.1099775,0.16064055,0.26825607,0.40697128
6,86515.04948,43479.52604,0.066275112,0.10408412,0.22007264,0.35750484,0.25206333
6,113197.3328,48578.36965,0.07574819,0.11607514,0.16445218,0.30150613,0.34221834
6,188629.9128,60865.1857,0.10653347,0.10622656,0.12317297,0.20686945,0.45719755
6,55132.93278,40669.71045,0.079494491,0.15544362,0.23060527,0.30632204,0.22813453
6,102872.5711,51174.44313,0.062326506,0.10640206,0.16475618,0.31156495,0.35495037
6,96784.10938,54790.13411,0.085529998,0.081534714,0.17199068,0.23584169,0.42510292
6,104994.0624,48531.4685,0.10363646,0.12610498,0.16695295,0.23179832,0.37150732
6,163987.119,55005.75188,0.10421716,0.11565635,0.13340232,0.24900806,0.3977161
6,105026.3015,42434.75988,0.16654307,0.14941582,0.18321621,0.22106478,0.27976012
6,95406.83613,48724.50429,0.11921602,0.11403885,0.14854284,0.22991946,0.3882829
6,175198.4808,71157.75958,0.075368419,0.082268983,0.10631722,0.22506066,0.51098478
6,253466.6252,66393.15193,0.080590121,0.098411068,0.12947229,0.19149604,0.50003052
6,107483.5263,44646.78139,0.13028184,0.15415612,0.23855212,0.22735152,0.24965852
6,147170.5605,65681.92193,0.073313154,0.080212198,0.10404406,0.23446259,0.50796795
6,156866.5313,38435.46615,0.1443132,0.17627996,0.22592455,0.2625207,0.19096157
6,82426.97436,41006.87966,0.1357934,0.14288276,0.19632453,0.29472387,0.23027539
6,109883.7292,44061.41146,0.076840229,0.15234238,0.2009867,0.28110069,0.28873008
6,96446.74107,40489.18466,0.12137201,0.19201812,0.18475513,0.27419895,0.22765574
6,138814.893,39321.63662,0.1549949,0.187509,0.18085623,0.25432786,0.22231211
6,207860.5668,47981.38487,0.11420928,0.1476976,0.18441758,0.25132105,0.30235443
6,126379.0122,43739.24437,0.097119555,0.1406683,0.17698011,0.31155509,0.27367702
6,118657.1078,55384.36497,0.084413722,0.08671394,0.11754478,0.28988436,0.42144322
6,134585.6094,51912.81901,0.068437018,0.087039217,0.16481271,0.30082691,0.37888414
6,126658.8958,47371.37109,0.10674183,0.10615035,0.15381142,0.31863031,0.31466609
6,121675.0662,68988.29192,0.054262426,0.064151675,0.095699795,0.19843559,0.5874505
6,117082.5469,48810.57292,0.10256353,0.10148693,0.15500143,0.24822074,0.39272738
6,99376.02489,45754.21395,0.090352371,0.10429284,0.18006584,0.34674391,0.27854508
6,164295.7624,50345.36638,0.076861292,0.087999389,0.16104937,0.3072997,0.36679021
6,112021.4505,45827.53385,0.14450923,0.10998611,0.18228137,0.33855534,0.22466797
6,78117.15365,44909.83854,0.077204451,0.096351802,0.21839479,0.33722618,0.27082279
6,97468.01507,39296.76674,0.14187098,0.16452976,0.21336754,0.26047835,0.2197533
6,270216.2933,87541.56996,0.091529787,0.053155668,0.073000267,0.1516587,0.63065553
6,135290.3758,54466.95884,0.11614285,0.10674661,0.14239533,0.21718648,0.41752875
6,77458.80235,31064.80436,0.17314348,0.21568571,0.23503549,0.23842366,0.13771173
6,90279.75826,41566.63413,0.11361425,0.14107417,0.15486555,0.31848085,0.27196524
6,93533.9499,41360.54792,0.08804211,0.11311394,0.25008973,0.30568686,0.24306738
6,128790.4818,43348.28906,0.12281133,0.1385152,0.1718843,0.30543607,0.26135314
6,117847.8296,62128.01899,0.074328892,0.073140606,0.11673126,0.19676402,0.53903526
6,47531.41276,29351.67513,0.11817475,0.21363062,0.30235809,0.27031091,0.095525458
6,117392.4731,45938.63965,0.10144988,0.14197157,0.17945611,0.30680737,0.27031493
6,140073.8906,46043.60286,0.11335061,0.10412898,0.2118682,0.32362601,0.24702615
6,140660.6259,37497.34604,0.25591961,0.14395019,0.15804015,0.2032181,0.23887217
6,104945.5756,48019.19827,0.075756945,0.11260326,0.14563861,0.36405534,0.30194581
6,107246.193,42566.34156,0.092135668,0.1364108,0.21083774,0.29866898,0.26194689
6,94981.27852,41269.34849,0.13780954,0.15814593,0.21162124,0.25393853,0.23848478
6,83954.31628,43699.9181,0.14302702,0.14314449,0.17119962,0.23968954,0.30293941
6,101131.9606,38043.03445,0.10354576,0.15850413,0.24383166,0.29300281,0.2011155
6,97523.95604,55336.58868,0.069979519,0.096216492,0.14587376,0.28085631,0.40707394
6,102555.4919,39463.61588,0.10235807,0.13912721,0.20557219,0.32443926,0.22850324
6,96639.69707,40221.87262,0.15011296,0.16084296,0.16085878,0.25486314,0.27332217
6,109181.3766,44048.62333,0.16308817,0.14375156,0.15400079,0.24563962,0.29351988
6,125551.1404,55414.28785,0.081664547,0.1080984,0.16434589,0.28064123,0.3652499
6,117901.9835,40324.28989,0.12750183,0.12013314,0.17444329,0.31169376,0.26622793
6,109674.0339,47425.03646,0.066929325,0.10263735,0.17279008,0.30215251,0.35549074
6,136055.809,45134.04684,0.16449158,0.15658712,0.15150066,0.23103297,0.29638773
6,135334.0399,43505.28188,0.10810608,0.16439921,0.2055012,0.27292424,0.2490692
6,174037.2533,47219.43918,0.11047113,0.14310697,0.15171704,0.26167354,0.3330313
6,86975.2931,33705.78686,0.20113969,0.16126277,0.20148194,0.25484008,0.18127555
6,88871.24219,44340.23568,0.096121199,0.1347658,0.21078387,0.31140003,0.24692906
6,84209.74992,39941.6091,0.080774717,0.15002352,0.20517316,0.33319122,0.23083735
6,123650.6112,34163.99934,0.13212293,0.1759443,0.25873134,0.2624402,0.17076126
6,164265.7091,41493.23158,0.11442451,0.11010753,0.2321469,0.34072751,0.20259346
6,94885.63357,39515.38989,0.10734497,0.17905658,0.21306559,0.24782968,0.25270328
6,158172.9271,41126.85938,0.1025168,0.18383184,0.2068952,0.27809823,0.22865799
6,110224.1635,54652.32158,0.069815636,0.10235958,0.125568,0.2234364,0.47882032
6,124200.522,49351.86377,0.083354287,0.095263675,0.15886943,0.3044281,0.3580845
6,232201.7823,73922.58562,0.065275423,0.07048513,0.110321,0.21265373,0.54126477
6,97344.6734,51783.39168,0.080038071,0.12172654,0.15421347,0.2686964,0.37532553
6,80959.72054,35227.32492,0.13476044,0.18924195,0.2668654,0.23927656,0.1698557
6,135724.4078,54352.50332,0.071922295,0.10410617,0.15692306,0.29461169,0.37243685
6,105833.1693,48270.90593,0.1232129,0.13570145,0.14747846,0.2774277,0.31617954
6,119962.1745,45678.97135,0.14678824,0.12939185,0.16251975,0.26069772,0.3006025
6,140480.093,55241.05905,0.090662934,0.1210361,0.15440491,0.23443955,0.39945644
6,104919.0305,52324.83574,0.075673804,0.10872862,0.15286128,0.33578831,0.32694793
6,97831.29033,44237.55736,0.12898697,0.13784364,0.15574941,0.26988316,0.3075369
6,91395.0708,45461.4317,0.070815794,0.1220511,0.17599404,0.33448562,0.29665342
6,117876.3524,48246.21301,0.096629977,0.11115373,0.20229137,0.27166289,0.31826204
6,73850.66203,41604.86888,0.084931687,0.14205232,0.18975157,0.30207348,0.2811909
6,99625.80601,48128.03959,0.089674696,0.10730533,0.17147698,0.32653326,0.30500975
6,260255.5156,63983.20833,0.079680443,0.094815299,0.14869174,0.2460252,0.4307873
6,163606.0186,70139.2453,0.10736734,0.099870659,0.10845892,0.18584082,0.49846226
6,200218.982,40614.92831,0.12964895,0.16682646,0.20581195,0.2596432,0.23806942
6,85012.39293,46124.95785,0.10899842,0.097856902,0.14878188,0.28088835,0.36347443
6,104035.5286,44672.39193,0.15842356,0.12449446,0.10265233,0.31119436,0.30323517
6,181251.8362,55908.7929,0.090593792,0.11923736,0.1378589,0.29243314,0.35987681
6,98574.10918,41438.13359,0.14051095,0.15664755,0.19326219,0.27888536,0.23069385
6,130689.765,48307.1087,0.16849776,0.12072891,0.10680958,0.27145639,0.33250734
6,89388.52991,41348.65504,0.12032515,0.15306592,0.2012258,0.2961778,0.22920537
6,94314.2788,53337.40502,0.10671449,0.12386321,0.11979977,0.21431108,0.43531144
6,117397.4849,44034.26876,0.10187546,0.12479942,0.23904799,0.28691646,0.24736066
6,103438.3203,35925.64974,0.15923701,0.18466234,0.18769456,0.29493931,0.17346677
6,71795.32773,37043.00236,0.097730197,0.16920742,0.24921824,0.26788142,0.21596262
6,111745.7368,46997.33398,0.060556214,0.094849773,0.23069164,0.31757325,0.29632914
6,141659.1859,44033.56831,0.12788607,0.10854644,0.17424756,0.29335484,0.29596511
6,76339.20833,45671.01953,0.089652091,0.16277142,0.18516622,0.25818485,0.30422533
6,130628.6377,65826.71274,0.10508942,0.076587096,0.11022301,0.20045796,0.50764251
6,196699.1,60694.34316,0.076900214,0.09959121,0.12438996,0.25227395,0.44684467
6,132678.0104,50111.46484,0.09476833,0.12768619,0.17101447,0.26801655,0.33851445
6,80801.125,50755.76693,0.084542036,0.12367368,0.18872015,0.2667942,0.33627
6,115449.0755,44789.4362,0.16815016,0.15011255,0.16577061,0.22514451,0.29082227
6,166976.4437,66381.48425,0.085647337,0.071579553,0.10322089,0.25513873,0.48441353
6,109336.6145,39040.14824,0.10787608,0.15939231,0.23280075,0.26956087,0.23037007
6,112884.7663,38414.74886,0.15662499,0.14056967,0.21094087,0.27082789,0.22103661
6,104523.1914,55202.69699,0.076461554,0.089658901,0.12964974,0.28653297,0.41769695
6,86824.24441,41670.21398,0.081160709,0.11731128,0.2319919,0.33720234,0.23233385
6,83473.00723,31889.85185,0.14353268,0.18999523,0.25131741,0.27125451,0.14390025
6,88167.26364,46655.01517,0.1028574,0.10108736,0.22280854,0.29474613,0.27850062
6,72568.87699,42738.32154,0.074857742,0.096033305,0.18529132,0.38363424,0.26018342
6,73812.28425,31921.51899,0.13110413,0.19542342,0.25904217,0.27496079,0.13946941
6,175558.9493,47819.18995,0.14191589,0.13751784,0.18663402,0.29993597,0.23399638
6,112238.2987,58286.9762,0.052687075,0.080828071,0.13501197,0.28258866,0.44888425
6,88946.96222,43270.02164,0.1077631,0.1314518,0.18001786,0.28883755,0.29192972
6,121669.1426,64821.71808,0.070872024,0.066750571,0.096289553,0.22694457,0.53914332
6,114744.1669,52419.90745,0.13682382,0.12888807,0.14881667,0.21811157,0.36735979
6,125953.018,41308.71418,0.097174183,0.15001675,0.20055917,0.31778198,0.23446783
6,114317.9966,33984.56867,0.11927559,0.19600511,0.23187864,0.32410771,0.12873302
6,249870.7552,55688.87109,0.092383057,0.12371769,0.13440064,0.23101619,0.41848248
6,95498.1622,41945.04847,0.079407871,0.13102677,0.20841068,0.353416,0.22773865
6,124633.0286,43003.74609,0.10675801,0.11844549,0.19358027,0.27811655,0.30309981
6,109074.7454,59675.90752,0.073921286,0.086782023,0.13113421,0.21961021,0.48855227
6,103118.6719,57473.78906,0.066408128,0.087135822,0.13832937,0.31249017,0.39563647
6,122939.3391,53326.87375,0.062423564,0.095238067,0.14275251,0.33654338,0.3630425
6,101781.6767,36693.30738,0.16112271,0.16560209,0.21867356,0.25857562,0.19602609
6,120698.0417,37761.09375,0.10744138,0.17974977,0.26133308,0.28711668,0.16435909
6,137077.3016,44797.84258,0.097771019,0.11570945,0.19257748,0.31220183,0.28174025
6,160368.5921,33427.68389,0.16408136,0.18813638,0.21738881,0.2385219,0.1918717
6,116460.607,56526.8985,0.11487786,0.093738481,0.11425342,0.2323226,0.44480762
6,234572.6135,49125.55687,0.10291579,0.15809831,0.15513363,0.25604618,0.32780612
6,109028.2981,56018.13997,0.074493982,0.09905792,0.13855863,0.26445758,0.42343199
6,104596.1854,40063.05764,0.078229778,0.15479533,0.25471357,0.32890046,0.1833609
6,76939.57031,42750.3763,0.13610515,0.1322248,0.21109106,0.29460537,0.22597364
6,104526.0866,42252.82128,0.08911933,0.12589847,0.21914989,0.31659749,0.2492349
6,58522.2864,30024.20509,0.12887999,0.21943988,0.30410162,0.23275477,0.11482371
6,151461.1334,55995.61337,0.080897644,0.11222994,0.12927377,0.26427436,0.4133243
6,198450.3994,50969.33797,0.1289053,0.12739342,0.16438052,0.26865411,0.31066671
6,104866.2598,46372.9235,0.12886088,0.13885832,0.16868876,0.23136617,0.33222592
6,133681.9858,55843.3145,0.054043494,0.094387636,0.16729933,0.33357614,0.35069335
6,94438.74917,44813.68382,0.12577778,0.10555371,0.16830717,0.32211971,0.27824157
6,82712.01563,30750.22656,0.14561275,0.21489023,0.37390408,0.14475346,0.12083955
6,314268.5526,66238.50992,0.11434958,0.093833104,0.10218398,0.18558641,0.50404692
6,81575.27865,42778.5,0.11286811,0.13532232,0.20200148,0.30633211,0.24347591
6,138050.9945,53873.02315,0.068880558,0.10482454,0.15719511,0.29641089,0.37268895
6,110366.384,51696.32871,0.081507906,0.087603115,0.15340711,0.31601825,0.36146364
6,435533.1875,42124.54036,0.21184656,0.17748077,0.16177866,0.20521215,0.24368183
6,127859.5561,70178.55617,0.081123561,0.080204651,0.089279503,0.16346145,0.58593082
6,78056.89262,40612.97082,0.077656724,0.13968086,0.18980116,0.35635918,0.23650214
6,106855.6927,43276.4987,0.13298491,0.12209144,0.17741132,0.29937083,0.26814157
6,96557.35394,39823.23184,0.13047126,0.14614221,0.19962598,0.30600789,0.2177527
6,93671.6089,44560.43638,0.075950779,0.12659629,0.20826507,0.35114551,0.23804238
6,158690.2927,57159.67572,0.11610396,0.10873728,0.12908691,0.22331122,0.42276067
6,99092.8412,40394.32172,0.073045924,0.13123146,0.23695931,0.33223832,0.22652507
6,107997.0706,64584.51505,0.069861665,0.10543729,0.17016068,0.25433213,0.40020818
6,150139.7228,69629.66282,0.078901991,0.079537377,0.10005012,0.19385815,0.54765242
6,90697.00203,36688.90402,0.1153117,0.16628173,0.23908778,0.2919575,0.18736133
6,98419.53385,38948.4401,0.11554217,0.10363059,0.25608826,0.32260925,0.20212975
6,182420.3035,44779.54585,0.13411267,0.18636709,0.17043343,0.2064797,0.30260718
6,157915.8234,49203.4754,0.12338258,0.10524936,0.12647843,0.25926861,0.38562101
6,100031.3064,46265.20298,0.086030558,0.13756055,0.22722815,0.29019907,0.25898173
6,114975.1812,50600.60954,0.10714503,0.10426549,0.14562309,0.28605205,0.3569144
6,99943.37028,42903.32464,0.091272011,0.097731069,0.20216376,0.36042938,0.24840379
6,142117.1266,46047.74651,0.24106357,0.16620252,0.11889333,0.15738887,0.31645176
6,141780.5287,56273.79824,0.077477276,0.08973144,0.11471502,0.27021748,0.44785881
6,99608.1955,46573.18152,0.071195535,0.11109656,0.18097162,0.31087452,0.32586175
6,87659.23145,47348.44527,0.076926455,0.13380721,0.19074407,0.31328952,0.28523266
6,80834.34668,44282.97455,0.073478937,0.17081456,0.22499324,0.31850576,0.21220765
6,82225.44794,39134.71667,0.076044083,0.15103944,0.25571802,0.34957147,0.16762701
6,129950.7785,53171.84752,0.098949358,0.1187786,0.14557469,0.24664563,0.39005172
6,69242.90864,35252.92735,0.16089916,0.19847739,0.20294508,0.22629775,0.21138057
6,102211.4973,47051.68609,0.086617544,0.12744138,0.19988576,0.29007903,0.29597637
6,167365.0893,39904.12254,0.16454586,0.15544172,0.16393177,0.27565891,0.24042176
6,140250.9202,59772.7093,0.072223946,0.083964378,0.10807122,0.23373073,0.50200969
6,127830.3151,50693.6849,0.11045399,0.11152673,0.14603338,0.28317463,0.34881121
6,84306.98982,43386.46403,0.1010327,0.13523498,0.19609559,0.29631934,0.27131736
6,102884.25,37846.50905,0.13463478,0.16122189,0.2171931,0.25253618,0.23441401
6,89194.88021,52693.19531,0.049087979,0.097531155,0.16068165,0.36105803,0.33164123
6,130315.0383,42551.04151,0.11186236,0.14012764,0.2296662,0.2764945,0.24184918
